Center, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
DUMMY_SINGLE_SERVER,2.0,1.0,1.0,1.0,0.5,0.5,0.5
DUMMY_MULTI_SERVER,1.7454545454545454,0.24545454545454543,1.5,0.8727272727272727,0.12272727272727271,0.375,0.5
