Center, E[Ts]_Diff, E[Tq]_Diff, E[s]_Diff, E[Ns]_Diff, E[Nq]_Diff, ρ_Diff, λ_Diff
DUMMY_MULTI_SERVER,0.009102773750477633,0.005518746242311717,0.0027679600515524427,0.0017926155979897107,0.002227122425788597,4.200790633985263E-4,0.0015237675512284055
DUMMY_SINGLE_SERVER,0.013038465614680028,0.012114289292317948,6.727629455016704E-4,0.0031473577279240716,0.004221294779284457,0.0010739370513603852,0.0015254395136228283
