#Batch, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
22,1.6924590518885851,0.2044680405475361,1.4882085915458705,0.8225164194674557,0.2044680405475361,0.3616264750314313,0.48598896295282545
23,1.6964278657023832,0.19718722119931362,1.499841155723949,0.8053122000743382,0.19718722119931362,0.3559952077237311,0.47471054700042287
24,1.6782690559107163,0.22018835051943478,1.4578237874263758,0.8653608916043004,0.22018835051943478,0.375846676087544,0.5156270316470266
25,1.7421592782088504,0.23715010333955608,1.5087323206628935,0.8550530783419195,0.23715010333955608,0.3702434763895635,0.49080074883911706
26,1.7544841053490112,0.23437338389083254,1.5202630535300004,0.878360760328062,0.23437338389083254,0.380550444294746,0.5006376276936028
27,1.8032585849375895,0.26431132024944276,1.5388204687086064,0.8918961081009156,0.26431132024944276,0.38055218440974004,0.49460244667671105
28,1.705153464797469,0.25164745545434014,1.4560568427597351,0.8804702748361004,0.25164745545434014,0.37592357373942314,0.5163583765410106
29,1.801387207644579,0.27944659949336914,1.5199973733470702,0.8943322744403721,0.27944659949336914,0.3773155216935149,0.49646864963017295
30,1.7587396014083037,0.2367188129616989,1.5245926576951563,0.8741705925778339,0.2367188129616989,0.3788946544303637,0.4970437874247247
31,1.7080835811696062,0.2091240511101229,1.5000986495753845,0.8686963048012389,0.2091240511101229,0.381459715464026,0.5085795065171232
32,1.6625187595446642,0.20909506404140224,1.4534896156611479,0.8278373761098312,0.20909506404140224,0.36187652702378,0.49794167515833737
33,1.830941472824588,0.28876321586736825,1.5440468375610021,0.920513617800382,0.28876321586736825,0.38813805946070373,0.502754255918573
34,1.8297234070499047,0.25238535430500875,1.5777697347886688,0.9040485896315957,0.25238535430500875,0.3897803618851035,0.4940903013801464
35,1.7522512088263937,0.24191963038023293,1.5101247262261523,0.8911610210104222,0.24191963038023293,0.3840100911609972,0.508580628463253
36,1.6318004953623715,0.1711082077352574,1.4616678019132467,0.8204433271136548,0.1711082077352574,0.3674516578297455,0.5027840899946903
37,1.7108901844741813,0.21045678387914935,1.5004025419199305,0.8494554964527151,0.21045678387914935,0.37247428201162375,0.4964991348721681
38,1.8202630045374286,0.31537452446014846,1.5077243608469446,0.9367383962502568,0.31537452446014846,0.38795033911215476,0.5146170602353718
39,1.7440331314654876,0.2523062981053723,1.4928659522328687,0.8803857629434503,0.2523062981053723,0.376798441100843,0.5047987604476722
40,1.7421880540955117,0.2379412622812,1.5041406102622714,0.8492703278487663,0.2379412622812,0.3666142659528449,0.4874733963720583
41,1.717799306867038,0.24529463214710973,1.4738015419465316,0.8661526145697742,0.24529463214710973,0.37156175747972875,0.5042222401110892
42,1.6730503088222966,0.20070953754554502,1.4736658652354624,0.821892206081936,0.20070953754554502,0.36197192714982085,0.4912537308340042
43,1.70316403256867,0.23962355437576272,1.4637889742846304,0.8468340190393092,0.23962355437576272,0.36390690397840547,0.4972122489940884
44,1.6550257153858006,0.19072479635430678,1.4641798718651142,0.8122687716281589,0.19072479635430678,0.359301844952093,0.49078921498135886
45,1.8768528084076146,0.32271501982828127,1.5554724134139875,0.9733513350781066,0.32271501982828127,0.40334040674138316,0.5186082417959726
46,1.6906565317796778,0.24627780949077688,1.4451120767892562,0.8617428871858751,0.24627780949077688,0.3682933315996073,0.5097090219021349
47,1.717802409964776,0.21669436430770142,1.501700606720275,0.8837979939294502,0.21669436430770142,0.3863075217507792,0.5144933950509318
48,1.6994099715238364,0.22649875950328185,1.4738103360334,0.8344096239169592,0.22649875950328185,0.36182014605688323,0.4909996045090615
49,1.8475091143628248,0.3004898276887401,1.5481286798405183,0.9541468912562189,0.3004898276887401,0.3997658673645749,0.5164504379645717
50,1.709702569035406,0.21235653879457017,1.4984900267465338,0.8650567577589721,0.21235653879457017,0.3790948635009822,0.5059691512582957
51,1.7139139991118186,0.2243151165566382,1.491953820627129,0.85455963926807,0.2243151165566382,0.37194500990727875,0.4986012365328239
52,1.6205780486518937,0.19902215342922944,1.4221253161073628,0.7992919323924185,0.19902215342922944,0.3507061239541074,0.49321409299436303
53,1.7328965306266306,0.22892718724200903,1.50519402566339,0.8754114096188195,0.22892718724200903,0.38019120024417585,0.5051723482314683
54,1.717273004943723,0.22707001744806293,1.4904833576218985,0.829388862047559,0.22707001744806293,0.3599282968753599,0.48296855518015847
55,1.853969206009229,0.3103081079931661,1.5432497639110432,0.919436835671178,0.3103081079931661,0.3826710484137347,0.49592886046382423
56,1.7291731403984554,0.2280888504259775,1.5017243072900648,0.8813796594707309,0.2280888504259775,0.38272317203390066,0.5097116297258895
57,1.677480514581349,0.24344779782721268,1.4334645624180689,0.8679671107436543,0.24344779782721268,0.37085381433057796,0.517423065841259
58,1.7448881789456356,0.24388773267092276,1.5021538369259333,0.9211372638541361,0.24388773267092276,0.3964981515520534,0.5279061861779255
59,1.7502703217949902,0.20716791096967557,1.5436283390782344,0.8616243887513692,0.20716791096967557,0.3799492591388868,0.4922807511629004
60,1.9064608821690088,0.3934828127260433,1.5172886263476288,0.9564625503638405,0.3934828127260433,0.3806083205713132,0.5016953451862379
61,1.6441999472018605,0.19796674997274658,1.446136597102163,0.8386573777024426,0.19796674997274658,0.3688155836488222,0.510070188926651
62,1.7330654892806172,0.2290524111276456,1.502778664453013,0.8590257309720756,0.2290524111276456,0.37243991894871864,0.4956683612277404
63,1.701796801852988,0.21977391069320973,1.484523288572674,0.8142596662018604,0.21977391069320973,0.35515034347987223,0.47847055847987263
64,1.7832959543998317,0.25018467808689693,1.534312349173395,0.868040601807499,0.25018467808689693,0.37342242930881986,0.48676194193444355
65,1.694073098660814,0.21120277979577884,1.481683883187005,0.8353022116468382,0.21120277979577884,0.36528938024160873,0.4930732990844109
66,1.8221831096918197,0.30725551438680604,1.5170635402538397,0.9186204267766453,0.30725551438680604,0.38239997653994473,0.5041317866962387
67,1.6623666973345086,0.20673592315215691,1.4559687358562736,0.8143137979280491,0.20673592315215691,0.3566046627560201,0.48985208813058256
68,1.8749698885481072,0.2854707921758221,1.5899056325351624,0.9259501657321862,0.2854707921758221,0.39258587376153947,0.49384801931363315
69,1.6939739339346847,0.2050793313133942,1.489316699400438,0.8199773694494551,0.2050793313133942,0.36045595654915275,0.48405548221444555
70,1.7057112588437455,0.22050178373462265,1.4860912301764064,0.8374722531862463,0.22050178373462265,0.36482146803082266,0.49098125420942906
71,1.6658021642211798,0.22379363537538885,1.443541638827659,0.839401061976434,0.22379363537538885,0.3637017680324769,0.5039020118988038
72,1.7097469202340787,0.21783582916351682,1.4921592794758176,0.8231488765681385,0.21783582916351682,0.35919621203150986,0.4814448658023858
73,1.6883959343824801,0.21009859516646406,1.4791748725535148,0.8287848595344003,0.21009859516646406,0.36304213781006606,0.49087115329824754
74,1.7971022430207515,0.29946473740468743,1.497887514820187,0.9169374765453462,0.29946473740468743,0.38213440646519253,0.5102311123957337
75,1.7189067770889563,0.23499873081213798,1.4834195028342338,0.8410198342049248,0.23499873081213798,0.36290078117058777,0.48927600112743086
76,1.7092481512969355,0.2196580451245621,1.4916748720985284,0.8330083353296905,0.2196580451245621,0.3634866011459737,0.48735365587356305
77,1.8766644822997782,0.33005876851157984,1.5472504094074975,0.9719744869983687,0.33005876851157984,0.4006810852782041,0.5179266172327471
78,1.7298787193723464,0.2231363053539934,1.5071634262674884,0.849305173762616,0.2231363053539934,0.3699801845354823,0.490962264724992
79,1.6765308890264103,0.21206944470929076,1.4654160055043668,0.8248926535658075,0.21206944470929076,0.36050958120439996,0.492023534409698
80,1.76940728018515,0.26260936393358597,1.5080851237981594,0.9020644185931058,0.26260936393358597,0.3844196713844051,0.5098116350570877
81,1.6733033608444507,0.21345997167187586,1.4602666233592267,0.8374048500204608,0.21345997167187586,0.36539529571819584,0.5004501094158177
82,1.7664430549349583,0.26120460525494177,1.5081224643197455,0.9067748543974501,0.26120460525494177,0.3870850872255868,0.51333375953681
83,1.8534607453415717,0.3230782678772881,1.5327177612467764,0.8991491539357359,0.3230782678772881,0.3717753078156879,0.48511907047161823
84,1.7655798613513753,0.2472699141564414,1.5188104371831337,0.9019852084855127,0.2472699141564414,0.3879588170495005,0.5108719397122784
85,1.751428341288432,0.23378409033104436,1.5163181340038359,0.8853782567867563,0.23378409033104436,0.38326292734044914,0.5055178313121454
86,1.704388952644054,0.2049047048447963,1.5007723566096625,0.8384212010341607,0.2049047048447963,0.36912917082557534,0.49191893653939756
87,1.638407024576954,0.18255395540231345,1.455085995005247,0.8188345303427227,0.18255395540231345,0.3636076504359594,0.49977479225844407
88,1.7206142143893306,0.24529903017893456,1.474448064777953,0.8410011387933671,0.24529903017893456,0.3603400725159161,0.48877960658476244
89,1.766494280060804,0.2575375026366085,1.5068832170432378,0.8700245826242794,0.2575375026366085,0.37108114551224247,0.4925148031582262
90,1.7591470953524182,0.2606391259894618,1.5036046122866127,0.8689492556466785,0.2606391259894618,0.3713606758881116,0.4939605436875634
91,1.7761831391531673,0.22954340054010106,1.5472966110205775,0.8623964211439739,0.22954340054010106,0.37563217169951874,0.48553350278684637
92,1.8277322475719586,0.3364140599838252,1.4920334607859411,0.9245329833264937,0.3364140599838252,0.3773622062410622,0.505836117163597
93,1.683448563089766,0.22015384179934133,1.4633524155602782,0.8425449001566855,0.22015384179934133,0.3661947688497731,0.5004874628365813
94,1.72178897476318,0.2344402125007835,1.485288253331303,0.8549814382796507,0.2344402125007835,0.36877163976140936,0.4965657527207986
95,1.7307325500485429,0.2380103938902135,1.4957417699947784,0.8348777512783675,0.2380103938902135,0.3607609752851014,0.4823840351618459
96,1.6689713727926265,0.2331069390947481,1.4371889092879604,0.8667908345263008,0.2331069390947481,0.3732065733306144,0.5193563224969716
97,1.7993117112645691,0.25651408206926224,1.54341151828574,0.8473799301769472,0.25651408206926224,0.363432288138695,0.470946709717908
98,1.6325752136170855,0.21499860806211377,1.4191894017332767,0.824369579343473,0.21499860806211377,0.3583101594209248,0.5049504442230408
99,1.7853144403158052,0.2673456893790877,1.5189028097932282,0.9044463223293061,0.2673456893790877,0.3847406454770311,0.5066033758004658
100,1.67517435722236,0.21829200640983126,1.455888261740335,0.8286682010068598,0.21829200640983126,0.36009633908311595,0.49467579146859136
101,1.7611669519676254,0.24462098929068424,1.5153574600532842,0.9010590835928415,0.24462098929068424,0.3876482586576176,0.5116261593406308
102,1.7237234860298718,0.24363247561278892,1.4842865858178969,0.869104154379793,0.24363247561278892,0.3741898420713918,0.5042016085663125
103,1.8135977245327333,0.31368059358873107,1.4998886271102778,0.9264728858821203,0.31368059358873107,0.383107600451654,0.5108480636855798
104,1.8323976163537994,0.26350355428405275,1.5715985241721138,0.9505595961444907,0.26350355428405275,0.40763479637431493,0.518751818743338
105,1.7398201809707683,0.2216934637481429,1.520144746311452,0.8540023127159132,0.2216934637481429,0.37308658193876215,0.49085665407065526
106,1.7361537459209757,0.21919825009974028,1.5171102290276104,0.8313458704762193,0.21919825009974028,0.36322915724560007,0.4788434621239239
107,1.740956862265063,0.23236392454768065,1.508909341148715,0.8732468765884179,0.23236392454768065,0.378427058640293,0.5015901861303356
108,1.707645972015665,0.22689751870575953,1.481262955151679,0.88864872432208,0.22689751870575953,0.38542017990044447,0.5203940037249876
109,1.6651308212519558,0.21176569589441138,1.4548553310579053,0.8211786646635748,0.21176569589441138,0.3587394283947498,0.4931616508342319
110,1.7850066015212886,0.26906080076614264,1.5161664502360035,0.8836986778824708,0.26906080076614264,0.3753023340029748,0.49506745640566835
111,1.7557310713368168,0.21723172435317792,1.5379749467961596,0.8691488317261419,0.21723172435317792,0.3806759332493243,0.4950352852526386
112,1.7971553679508456,0.3008464134271122,1.4977234498147212,0.8891985343661807,0.3008464134271122,0.3705226382234348,0.49478111365522254
113,1.757162693223432,0.25447200304717177,1.5038940906609208,0.8929994173214821,0.25447200304717177,0.3821434838824729,0.50820531346663
114,1.8114025324717993,0.2808544871524874,1.531628965236055,0.9163323858286149,0.2808544871524874,0.38740180571675803,0.5058689989674511
115,1.778367248382786,0.24781512977176978,1.5308111812746612,0.8792679107158254,0.24781512977176978,0.3784350927188457,0.4944242599583496
116,1.7762297035316321,0.2398325263341301,1.5373037867467858,0.8461065125896774,0.2398325263341301,0.3661471101426337,0.476349714739814
117,1.7493393524231968,0.21553822075205092,1.5351039750752382,0.8797536460154022,0.21553822075205092,0.3860066708081647,0.5029062227387507
118,1.7752969799014509,0.2625548934510257,1.5105674099175617,0.9173326497238314,0.2625548934510257,0.3902707041170835,0.5167206727151386
119,1.786287451925622,0.2339517381291598,1.559056512999084,0.8669838838352897,0.2339517381291598,0.37834808426312877,0.485355188998657
120,1.794154689856977,0.2827401738823274,1.5105880066136297,0.9422010303843158,0.2827401738823274,0.3966429384165893,0.5251503873723533
121,1.8236704344638073,0.2791805961780936,1.5469603547066129,0.9312484236843537,0.2791805961780936,0.39497388469926203,0.5106451286842065
122,1.7205138714814945,0.2004350049878662,1.5199496979838452,0.8510251176747696,0.2004350049878662,0.3759096023656631,0.4946342669948785
123,1.7755431492968947,0.25719629918345455,1.5186682584782893,0.8494122818422174,0.25719629918345455,0.36326221396146113,0.4783957417078712
124,1.7494676829445825,0.24640869273774607,1.5066565051822085,0.8619447311141901,0.24640869273774607,0.3711570807798287,0.49268971328662936
125,1.8733527651063298,0.30727787386914684,1.5643299829214516,0.9288049289752159,0.30727787386914684,0.387795994898668,0.49579820003761965
126,1.7918410577733537,0.2736319307353927,1.5200509849989419,0.907361364676372,0.2736319307353927,0.3848654795979008,0.5063849612888724
127,1.739822671559123,0.23718308139463773,1.503341346216172,0.88026202524991,0.23718308139463773,0.38030723466670374,0.5059492784175946
128,1.7373202602562505,0.24440296365523442,1.4954589260520375,0.8599351620683509,0.24440296365523442,0.37010957143602274,0.49497791612786035
129,1.7391135274221248,0.23704033817809378,1.5009565835409369,0.888356729436364,0.23704033817809378,0.38335188029871514,0.5108100853848044
130,1.6751082833304853,0.18489633212421366,1.493066961298994,0.8006690052306382,0.18489633212421366,0.3568284064207401,0.4779804465170045
131,1.7058612144068768,0.1837214536065905,1.5234004662605192,0.8152402121630136,0.1837214536065905,0.36402062161759086,0.4779053567065656
132,1.7556415529988978,0.24237003700778958,1.5137273357230825,0.8548659054523327,0.24237003700778958,0.36853590280158754,0.48692508102926485
133,1.7053835379835842,0.19910521734143677,1.5070469880759259,0.8520721960962176,0.19910521734143677,0.37648798881580536,0.49963669586238235
134,1.6604347820393308,0.23047231498550425,1.430268340698189,0.8462049868083089,0.23047231498550425,0.36445279738309666,0.5096285599179076
135,1.7284440111320507,0.23227801613468427,1.4964194462919003,0.8282211894354611,0.23227801613468427,0.35852080996552044,0.47917154625854186
136,1.744239220803828,0.25160489446471546,1.4942499268779785,0.88733726733858,0.25160489446471546,0.3800807913910281,0.5087245239959992
137,1.6799739285733744,0.19263903802125174,1.4879528251261311,0.8240728958508318,0.19263903802125174,0.3649406614697838,0.4905271932110461
138,1.7182490175004,0.27558125997501165,1.443120183574799,0.8905260547557965,0.27558125997501165,0.3739667855264836,0.5182753173060314
139,1.7486000613318484,0.23261066725407464,1.5168412054560227,0.8745843001304292,0.23261066725407464,0.3793335976073118,0.5001625697441006
140,1.7351176740833345,0.2735099215255124,1.4626280104222178,0.8750192441756819,0.2735099215255124,0.3688014004197051,0.504299654856525
141,1.769316530625867,0.2687401322762628,1.5006169104972082,0.8842893784921818,0.2687401322762628,0.3749977949590051,0.4997915088598527
142,1.830657469855246,0.3082804322640807,1.5230726569944304,0.9289767400603653,0.3082804322640807,0.386445606310405,0.5074552478317101
143,1.7568588619918344,0.2164830820204123,1.5399274439899724,0.8562893177512237,0.2164830820204123,0.37527870022113596,0.48739789875915696
144,1.6738744485214572,0.21121289717931535,1.4628686214316138,0.8356734578411175,0.21121289717931535,0.3651649262938595,0.499245005250706
145,1.718078322946485,0.2090455148615039,1.5103001442050794,0.8378648372927223,0.2090455148615039,0.36826824705446787,0.4876755768944186
146,1.7107853617532747,0.25455143706083583,1.4582292914990864,0.8464804646557754,0.25455143706083583,0.3607590513218413,0.49479057021406336
147,1.638862970874511,0.1950460600711757,1.4445001521807748,0.8171011933938652,0.1950460600711757,0.36009807384161946,0.49857810440237915
148,1.830654414616685,0.31417533627256955,1.5144028461439156,0.9334762023909936,0.31417533627256955,0.38610755979427613,0.5099139383915076
149,1.612189223988998,0.194617612347852,1.4195299969492376,0.7978423044429174,0.194617612347852,0.3512494275298407,0.4948813033676263
150,1.6333566620375126,0.18417470792166848,1.4499535777080519,0.8055121975211867,0.18417470792166848,0.3575322279049472,0.4931636893783869
151,1.6981880103418536,0.256240524567244,1.442350614602526,0.8442304026577424,0.256240524567244,0.3585222109460096,0.4971360046805387
152,1.709814248582257,0.26030708590199153,1.4502214706145056,0.8824588290023362,0.26030708590199153,0.37423969937485135,0.516113858411259
153,1.6948459918218712,0.20252716611697516,1.491454663472957,0.8560155080213582,0.20252716611697516,0.3766443463312062,0.5050697893212032
154,1.8755636420678892,0.3473544596663001,1.5281748526838448,0.9436456051609321,0.3473544596663001,0.38443256504552337,0.503126411706575
155,1.7752730224754927,0.2541060194043161,1.5220617273353754,0.9097066024558723,0.2541060194043161,0.3899765233776866,0.5124319419822821
156,1.7778449773319591,0.27917852596345816,1.501281580769061,0.9213477485180749,0.27917852596345816,0.38901097170154425,0.5182385192553495
157,1.7087780541817204,0.21765179232842413,1.4922863005201144,0.8683765786279435,0.21765179232842413,0.3791792821799661,0.5081857041075949
158,1.8265936247204841,0.27987502302951894,1.5489022013835538,0.909285664697087,0.27987502302951894,0.385524877749244,0.497804028433654
159,1.8289753115882745,0.3350752361652486,1.4928126760108422,0.9069062186057892,0.3350752361652486,0.37010917821304873,0.49585481709878065
160,1.7199049240348965,0.24025065341163088,1.4811063297234437,0.8907771436250688,0.24025065341163088,0.38354901115722645,0.517922317203038
161,1.8888388883367313,0.328149388996446,1.5607274868897036,0.9462497536801739,0.328149388996446,0.3909380543651685,0.5009690130392328
162,1.6787352845362804,0.192345773009072,1.4880237543512336,0.8098156524108157,0.192345773009072,0.3589085600728293,0.4823962776445199
163,1.7300954643682875,0.23344271190883198,1.4980369532224953,0.8779890379870897,0.23344271190883198,0.38011197951702985,0.5074801108201686
164,1.6618037750190011,0.20849669342980837,1.4535059983083523,0.8387726820175463,0.20849669342980837,0.3668186168718229,0.50473629596127
165,1.7952664553247344,0.30895964056387826,1.4866626135655554,0.8984099183063468,0.30895964056387826,0.37198724268508,0.5004326325162908
166,1.6561349615781393,0.22994877531829333,1.426156794250077,0.8585016580601827,0.22994877531829333,0.3696431755026744,0.5183766287030812
167,1.9078766302959251,0.3084063270375675,1.5987703201052252,0.9752686782794409,0.3084063270375675,0.4086298328208921,0.5111801585033147
168,1.6847669362277438,0.223724722791262,1.4626392369656438,0.8431530247012946,0.223724722791262,0.36599385653175903,0.500456773320318
169,1.704628526078363,0.2392970459784907,1.4669078296365,0.8815843723609189,0.2392970459784907,0.3793210657094102,0.5171709606368466
170,1.7740491376782284,0.2628928859597361,1.5109594566163942,0.8886007537950182,0.2628928859597361,0.3784110833198812,0.5008884674738868
171,1.7039089386202368,0.20144823774891082,1.5020843808661941,0.8381693968602939,0.20144823774891082,0.3694449659273984,0.49190973640822194
172,1.7263531615748247,0.2187460105583794,1.507691550400166,0.859466683284336,0.2187460105583794,0.37530288850520493,0.4978510205294888
173,1.750088675116348,0.21973900161249618,1.5362514297407643,0.8424370237623444,0.21973900161249618,0.3697512876413009,0.48136819336102393
174,1.6643686367867556,0.20431852899294914,1.4600843734336626,0.8275918986196913,0.20431852899294914,0.3630067197996971,0.4972407436236286
175,1.7675820471169061,0.23435000230928274,1.534289533503725,0.8671068657111864,0.23435000230928274,0.3763313252303876,0.490561027775497
176,1.701608648098041,0.2198310645483117,1.4815499118469604,0.8220211566703581,0.2198310645483117,0.35785707059098587,0.48308473137414143
177,1.7439591728239185,0.24691667665518016,1.4980223645411865,0.8850728878362075,0.24691667665518016,0.380129019328126,0.5075078027216926
178,1.7688443337346145,0.24509169081418922,1.5235199823564356,0.8863583341372399,0.24509169081418922,0.381713813881841,0.5010945944948387
179,1.7281245598773258,0.21115881822158156,1.5237788133614831,0.9115393113362702,0.21115881822158156,0.40187620800288987,0.5274731535561172
180,1.7042994789734223,0.22929974568982645,1.4755651383191242,0.8440976930868841,0.22929974568982645,0.36540559468011935,0.49527545099956427
181,1.761190999120794,0.24694111540971767,1.5146817952466054,0.8890732571924166,0.24694111540971767,0.38231602307251905,0.5048136503288126
182,1.8045750840659371,0.23883654413297584,1.5664568707510789,0.898526800455577,0.23883654413297584,0.38998196654592443,0.4979159960643377
183,1.8823468308182998,0.3373508831522156,1.544720237605444,0.9982508285692132,0.3373508831522156,0.4095999291551694,0.5303224741719094
184,1.8200055138727966,0.25677731051504604,1.5634943867276943,0.8793038431049243,0.25677731051504604,0.37768748842887423,0.48313251602949836
185,1.7138262802296411,0.2319291780044099,1.4836054270701462,0.8956491436979807,0.2319291780044099,0.3876676258468287,0.522602059514439
186,1.8390261649225719,0.2880029168746315,1.5509330549292408,0.9268185351225365,0.2880029168746315,0.39081377129377587,0.5039724571627061
187,1.704861994491499,0.22331212657401425,1.482763535541193,0.8250482466545462,0.22331212657401425,0.3587831329322466,0.48393843567416106
188,1.633331743437755,0.1801486193793142,1.4538233248077486,0.8305189964254563,0.1801486193793142,0.3696211420461093,0.5084815131783464
189,1.7089817696305878,0.20506616874514116,1.5048301727735907,0.8227229804490815,0.20506616874514116,0.3622210566592564,0.4814112093348548
190,1.8049642460129884,0.26872868924254034,1.5362226212750314,0.8884060065203283,0.26872868924254034,0.37806549550990953,0.49220144303840985
191,1.7014432829810728,0.2326229724513198,1.4691563356807813,0.8261698739155203,0.2326229724513198,0.35668914643012556,0.48557003467550247
192,1.75632422149108,0.2997643276329864,1.4573375265264783,0.8771018917203292,0.2997643276329864,0.36389451496210873,0.4993963420806719
193,1.6797368498740923,0.2136199189727957,1.4668014446585542,0.8261324859948705,0.2136199189727957,0.3607030244134578,0.49182256497902915
194,1.7901764911192768,0.26764800926325566,1.521598939176014,0.8988965154362502,0.26764800926325566,0.3820181951617646,0.5021273153208657
195,1.7474369494350883,0.23692241322978605,1.511499676142659,0.8619208546427997,0.23692241322978605,0.3727725607136677,0.4932486147333909
196,1.843224860729954,0.2788273208182514,1.565880657140403,0.9213248430677544,0.2788273208182514,0.391348006811112,0.4998439760100085
197,1.6918718295080537,0.2425050625932942,1.4500476325434266,0.8483957911577922,0.2425050625932942,0.3635660476674152,0.5014539377988702
198,1.7057073227500628,0.2236553944684511,1.4823169331986332,0.8679073242112857,0.2236553944684511,0.37712030251804746,0.5088254665003042
199,1.8257446534184845,0.3123788004585034,1.5170020610656203,0.9061410815894948,0.3123788004585034,0.3764540363883004,0.4963131508520953
200,1.7371049999429264,0.22369016019029378,1.5117646263803801,0.8812014120767778,0.22369016019029378,0.38344519287489315,0.5072816047997848
201,1.7522488099963425,0.25947547641825985,1.495478882519052,0.8867957209318483,0.25947547641825985,0.3784235053253099,0.506090068871954
202,1.6958941103775786,0.198424075464866,1.4970549558182509,0.8542162043025303,0.198424075464866,0.37703079283253155,0.5036966630613189
203,1.7879102977679575,0.2572619810166051,1.53433139360051,0.9001460216255123,0.2572619810166051,0.3862392597460935,0.503462630507393
204,1.7148548698865171,0.23773036786563853,1.476575670924467,0.9019438077371158,0.23773036786563853,0.388309327638243,0.5259592654606411
205,1.7716940847493559,0.24632439671679132,1.5251352050742755,0.8782822264828569,0.24632439671679132,0.37802777441386676,0.4957301794045944
206,1.7709589751399837,0.2832370788801491,1.4935558089493886,0.898444769674333,0.2832370788801491,0.3788561518375173,0.5073210516371879
207,1.7504305687957584,0.2478978231667466,1.5033441344713143,0.8563108720350695,0.2478978231667466,0.36771807739954543,0.48920013584096894
208,1.8646141045976743,0.33766660731522957,1.5272127569154057,0.9170691437267646,0.33766660731522957,0.37556288237324037,0.4918278487036542
209,1.767733423483587,0.24503289757982755,1.5233096148922665,0.8935407288920008,0.24503289757982755,0.384995601015649,0.5054725543012832
210,1.7528964100404056,0.22046036239905256,1.5312560472189087,0.8518161842815016,0.22046036239905256,0.3720552668796667,0.4859478172254723
211,1.7734414701111503,0.23978958193705133,1.5362038015130215,0.9083225783240725,0.23978958193705133,0.3934070059087134,0.512180747790421
212,1.8525845686913118,0.30744940454793146,1.5456213375855508,0.928529389931824,0.30744940454793146,0.38733854904873033,0.5012075592250822
213,1.7410166042541255,0.22357738235295374,1.5196903798342305,0.8503078818135464,0.22357738235295374,0.3711063710512014,0.48839734195288137
214,1.7018979576800086,0.23504102024705956,1.467676621615604,0.8560309360922593,0.23504102024705956,0.36911043538561983,0.5029860528531233
215,1.6828914104895576,0.22678271027281433,1.4568154267013087,0.8969425838208922,0.22678271027281433,0.38822463078455277,0.5329771001445478
216,1.6381437047316931,0.22232643310404707,1.4170192529847347,0.8389161741323093,0.22232643310404707,0.36283763352143766,0.5121139077781415
